tagName,include,lightFile,lThresh,maxLightInt,removeFallEqui,fallEquiStart,fallEquiEnd,removeSpringEqui,springEquiStart,springEquiEnd,doDateFilter,filterStart,filterEnd,deplStart,deplEnd,deplLat,deplLong,calibStart,calibEnd,calibLat,calibLong,elev,keepCalibPoints,loadLight,loadCalib,calibAsk,deplAsk,createShapefile,boxcarSmooth,b_func,b_width,b_pad,b_w,b_na.rm,b_anchor.ends,doSpeedFilter,maxSpeed,removeOutliers,minX,maxX,minY,maxY,doStatPeriods,Xlim,Ylim,createKernel,createKernelShapefile,pcts,projString,h,unin,unout,grid,plot_map,readActivity
MK3005 050,TRUE,MK3005 050_000.lig,16,5,TRUE,2013-09-07,2013-10-14,TRUE,2014-02-21,2014-04-07,TRUE,2013-08-07,2014-06-01,2013-08-07,2014-06-01,47.25753,-52.775568,2013-06-28 15:00,2013-07-07 15:00,47.25766,-52.77576,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,weighted.mean,5,TRUE,"1,2,3,2,1",TRUE,TRUE,FALSE,100,TRUE,-85,-30,30,60,FALSE,"-80,-40","-20, 60",TRUE,TRUE,"95,50","""+proj=merc +datum=WGS84 +units=m +ellps=WGS84""",100000,m,km2,500,TRUE,FALSE
